timestamp,log_type,reason,track_name,port,lap_number,steps,elapsed_real_s,lap_time,cur_lap_time,last_lap_time,dist_raced,dist_from_start,damage_delta,final_damage,avg_speed,max_speed,min_speed,max_abs_speed_y,max_abs_track_pos,max_abs_steer,max_accel,max_brake,brake_steps,throttle_steps,off_track_steps,straight_steps,corner_steps,sharp_corner_steps,final_front,final_curve_signal,final_gear
2026-05-14 10:25:02,session_end,server_closed,unknown,3001,0,6534,52.372,,137.526,0.0,3618.32,3608.32,46.0,46.0,95.341,182.336,-1.57,31.295,1.178,1.0,1.0,0.45,625,2308,103,278,2220,4036,49.114,-8.03,3

timestamp,log_type,reason,track_name,port,lap_number,steps,elapsed_real_s,lap_time,cur_lap_time,last_lap_time,dist_raced,dist_from_start,damage_delta,final_damage,avg_speed,max_speed,min_speed,max_abs_speed_y,max_abs_track_pos,max_abs_steer,avg_abs_steer,avg_corner_abs_steer,avg_straight_abs_steer,steer_zero_steps,corner_steer_zero_steps,steer_direction_changes,corner_steer_direction_changes,max_accel,max_brake,brake_steps,throttle_steps,off_track_steps,straight_steps,corner_steps,sharp_corner_steps,final_front,final_curve_signal,final_gear
2026-05-14 10:48:11,session_end,server_closed,unknown,3001,0,6534,43.36,,137.526,0.0,3618.32,3608.32,46.0,46.0,95.341,182.336,-1.57,31.295,1.178,1.0,0.148,0.039,0.034,2324,2214,499,454,1.0,0.45,625,2308,103,278,2220,4036,49.114,-8.03,3

timestamp,driver_version,log_type,reason,track_name,port,lap_number,steps,elapsed_real_s,lap_time,cur_lap_time,last_lap_time,dist_raced,dist_from_start,damage_delta,final_damage,avg_speed,max_speed,min_speed,max_abs_speed_y,max_abs_track_pos,max_abs_steer,avg_abs_steer,avg_corner_abs_steer,avg_straight_abs_steer,steer_zero_steps,corner_steer_zero_steps,steer_direction_changes,corner_steer_direction_changes,max_accel,max_brake,brake_steps,throttle_steps,off_track_steps,straight_steps,corner_steps,sharp_corner_steps,final_front,final_curve_signal,final_gear
2026-05-14 10:53:27,stable_steer_v2_clean,session_end,server_closed,unknown,3001,0,10563,83.533,,218.106,0.0,3420.79,3410.79,81.0,81.0,56.353,174.159,-1.7,34.393,1.064,1.0,0.509,0.09,0.056,59,19,1200,1175,1.0,0.45,485,5933,49,147,1760,8656,2.418,0.0,1

timestamp,driver_version,log_type,reason,track_name,port,lap_number,steps,elapsed_real_s,lap_time,cur_lap_time,last_lap_time,dist_raced,dist_from_start,damage_delta,final_damage,avg_speed,max_speed,min_speed,max_abs_speed_y,max_abs_track_pos,max_abs_steer,avg_abs_steer,avg_corner_abs_steer,avg_straight_abs_steer,steer_zero_steps,corner_steer_zero_steps,steer_direction_changes,corner_steer_direction_changes,max_accel,max_brake,brake_steps,throttle_steps,off_track_steps,straight_steps,corner_steps,sharp_corner_steps,final_front,final_curve_signal,final_gear
2026-05-14 10:58:11,stable_steer_v2_clean,session_end,server_closed,unknown,3001,0,10139,58.919,,209.626,0.0,3417.49,3407.49,81.0,81.0,58.557,174.159,-1.7,34.393,1.064,1.0,0.489,0.09,0.056,59,19,1200,1175,1.0,0.45,485,5509,49,147,1760,8232,2.427,-0.0,1

timestamp,driver_version,log_type,reason,track_name,port,lap_number,steps,elapsed_real_s,lap_time,cur_lap_time,last_lap_time,dist_raced,dist_from_start,damage_delta,final_damage,avg_speed,max_speed,min_speed,max_abs_speed_y,max_abs_track_pos,max_abs_steer,avg_abs_steer,avg_corner_abs_steer,avg_straight_abs_steer,steer_zero_steps,corner_steer_zero_steps,steer_direction_changes,corner_steer_direction_changes,max_accel,max_brake,brake_steps,throttle_steps,off_track_steps,straight_steps,corner_steps,sharp_corner_steps,final_corner_steps,final_front,final_curve_signal,final_gear
2026-05-14 11:19:21,stable_last_corner_v1,lap_complete,finish_line,unknown,3001,1,6440,38.945,135.638,0.008,135.638,3618.74,0.293,86.0,86.0,96.541,182.336,-5.853,30.654,1.216,1.0,0.144,0.039,0.037,2382,2270,514,442,1.0,0.45,594,2055,91,343,2278,3819,1279,47.633,-7.954,3
